Kanton;Schuljahr;Stufe;Typ;Geschlecht;Land;Anzahl
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Italien;3
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Australien;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Nordamerika;2
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Bosnien-Herzegowina;3
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Österreich;3
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Deutschland;7
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Türkei;8
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Süd-/Osteuropa;2
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Serbien;2
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Nordamerika;2
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Süd-/Osteuropa;6
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Italien;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Deutschland;23
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Irak;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;5
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Türkei;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Italien;10
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Frankreich;1
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Portugal;3
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Österreich;1
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Schweiz;38
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Nordmazedonien;9
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Portugal;1
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Nord-/Westeuropa;5
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Schweiz;23
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Afrika;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Portugal;6
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Schweiz;144
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Schweiz;488
tg;2007/2008;Sekundarstufe II;Informatikmittelschulen;weiblich;Süd-/Osteuropa;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Nord-/Westeuropa;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Nordmazedonien;4
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Nord-/Westeuropa;5
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Spanien;2
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Kroatien;1
tg;2007/2008;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;38
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Asien;4
tg;2007/2008;Sekundarstufe II;Passerelle;weiblich;Schweiz;10
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Nordmazedonien;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Türkei;4
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Österreich;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Kroatien;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Mittel- und Südamerika;2
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Nord-/Westeuropa;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Portugal;1
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Staat unbekannt;1
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Türkei;2
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Süd-/Osteuropa;2
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Nordmazedonien;3
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Österreich;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Italien;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Süd-/Osteuropa;1
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Türkei;2
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Deutschland;14
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Schweiz;323
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Serbien;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;männlich;Deutschland;1
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Italien;10
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;weiblich;Nord-/Westeuropa;2
tg;2007/2008;Sekundarstufe II;Informatikmittelschulen;männlich;Spanien;1
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Schweiz;151
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Australien;1
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Asien;1
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;weiblich;Schweiz;43
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Asien;3
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Griechenland;1
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Süd-/Osteuropa;4
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;weiblich;Portugal;2
tg;2007/2008;Sekundarstufe II;Informatikmittelschulen;weiblich;Schweiz;6
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Nord-/Westeuropa;1
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Serbien;1
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Nordmazedonien;6
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Schweiz;872
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Spanien;2
tg;2007/2008;Sekundarstufe II;Fachmittelschulen;weiblich;Portugal;2
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Italien;2
tg;2007/2008;Sekundarstufe II;Informatikmittelschulen;männlich;Deutschland;2
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Liechtenstein;1
tg;2007/2008;Sekundarstufe II;Passerelle;männlich;Schweiz;9
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Deutschland;6
tg;2007/2008;Sekundarstufe II;Gymnasium;weiblich;Österreich;3
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Asien;2
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Mittel- und Südamerika;1
tg;2007/2008;Sekundarstufe II;Gymnasium;männlich;Kroatien;2
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;männlich;Türkei;1
tg;2007/2008;Sekundarstufe I;Gymnasium;männlich;Süd-/Osteuropa;2
tg;2007/2008;Sekundarstufe I;Gymnasium;weiblich;Nordmazedonien;1
tg;2007/2008;Sekundarstufe II;Handelsmittelschulen;weiblich;Nordmazedonien;2
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Kroatien;1
tg;2008/2009;Sekundarstufe II;Informatikmittelschulen;weiblich;Schweiz;4
tg;2008/2009;Sekundarstufe II;Passerelle;männlich;Schweiz;7
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Italien;8
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;männlich;Türkei;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Bosnien-Herzegowina;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Deutschland;4
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Österreich;1
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Süd-/Osteuropa;2
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Australien;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Serbien;3
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Schweiz;530
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Nordmazedonien;4
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;männlich;Italien;2
tg;2008/2009;Sekundarstufe II;Informatikmittelschulen;männlich;Deutschland;1
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;männlich;Serbien;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Türkei;9
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Serbien;1
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Asien;1
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Türkei;3
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;männlich;Schweiz;20
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Kroatien;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Italien;1
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Liechtenstein;1
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Nordamerika;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Süd-/Osteuropa;9
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;weiblich;Schweiz;68
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Spanien;3
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Österreich;3
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;männlich;Österreich;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Deutschland;26
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Schweiz;162
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Asien;1
tg;2008/2009;Sekundarstufe II;Informatikmittelschulen;männlich;Spanien;1
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;weiblich;Portugal;1
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Nord-/Westeuropa;6
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;5
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Liechtenstein;1
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Nordmazedonien;10
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Italien;4
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;weiblich;Nord-/Westeuropa;1
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Portugal;3
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Nordamerika;3
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;weiblich;Nordmazedonien;2
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Italien;8
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Portugal;2
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Portugal;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Nordmazedonien;2
tg;2008/2009;Sekundarstufe II;Informatikmittelschulen;weiblich;Süd-/Osteuropa;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Nord-/Westeuropa;1
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;männlich;Österreich;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Schweiz;876
tg;2008/2009;Sekundarstufe II;Passerelle;weiblich;Schweiz;8
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Nord-/Westeuropa;1
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;weiblich;Afrika;1
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Afrika;1
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Süd-/Osteuropa;4
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Kroatien;1
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Frankreich;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Nord-/Westeuropa;6
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Asien;5
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Türkei;3
tg;2008/2009;Sekundarstufe II;Handelsmittelschulen;männlich;Schweiz;37
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Asien;2
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Mittel- und Südamerika;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Schweiz;148
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Nordmazedonien;4
tg;2008/2009;Sekundarstufe II;Gymnasium;männlich;Deutschland;16
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Schweiz;271
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Portugal;4
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Deutschland;4
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Australien;1
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Liechtenstein;1
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Italien;2
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Mittel- und Südamerika;1
tg;2008/2009;Sekundarstufe II;Gymnasium;weiblich;Irak;1
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Süd-/Osteuropa;1
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Frankreich;1
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Türkei;2
tg;2008/2009;Sekundarstufe I;Gymnasium;weiblich;Serbien;1
tg;2008/2009;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;41
tg;2008/2009;Sekundarstufe I;Gymnasium;männlich;Asien;1
tg;2008/2009;Sekundarstufe II;Fachmittelschulen;weiblich;Nordmazedonien;6
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Frankreich;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;männlich;Serbien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Österreich;3
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Grossbritannien;1
tg;2009/2010;Sekundarstufe II;Passerelle;weiblich;Schweiz;6
tg;2009/2010;Sekundarstufe I;Gymnasium;weiblich;Deutschland;3
tg;2009/2010;Sekundarstufe II;Handelsmittelschulen;weiblich;Frankreich;1
tg;2009/2010;Sekundarstufe I;Gymnasium;weiblich;Italien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Kroatien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Albanien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Mauretanien;4
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Türkei;4
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;China;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Mongolei;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Belgien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Kongo (Brazzaville);1
tg;2009/2010;Sekundarstufe II;Handelsmittelschulen;männlich;Schweiz;47
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Sri Lanka;1
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;männlich;Deutschland;1
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Schweiz;149
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Italien;9
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Serbien;4
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Vereinigte Staaten;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Schweiz;904
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Schweiz;246
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Tschechische Republik;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Irak;1
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;weiblich;Schweiz;5
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;männlich;Deutschland;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Australien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Portugal;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Nordmazedonien;4
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Brasilien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Spanien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Schweden;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Deutschland;17
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Portugal;2
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Guatemala;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Chile;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Nordmazedonien;4
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Nordmazedonien;1
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Deutschland;3
tg;2009/2010;Sekundarstufe II;Handelsmittelschulen;weiblich;Schweiz;86
tg;2009/2010;Sekundarstufe II;Passerelle;männlich;Schweiz;9
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Grossbritannien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;China;1
tg;2009/2010;Sekundarstufe II;Handelsmittelschulen;weiblich;Nordmazedonien;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;3
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Frankreich;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Vereinigte Staaten;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Italien;3
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Serbien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Mauretanien;2
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;männlich;Schweiz;21
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Österreich;1
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Italien;2
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Türkei;6
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Italien;6
tg;2009/2010;Sekundarstufe I;Gymnasium;weiblich;Schweiz;155
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;männlich;Nordmazedonien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Serbien;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Türkei;2
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Portugal;3
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Kroatien;1
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;weiblich;Albanien;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Liechtenstein;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Schweiz;563
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Tschechische Republik;1
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;weiblich;Kroatien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Liechtenstein;2
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Lettland;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Bosnien-Herzegowina;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Kolumbien;1
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Grossbritannien;2
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Nordmazedonien;8
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;49
tg;2009/2010;Sekundarstufe II;Fachmittelschulen;männlich;Sri Lanka;1
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;männlich;Portugal;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Russland;1
tg;2009/2010;Sekundarstufe II;Gymnasium;männlich;Slowenien;1
tg;2009/2010;Sekundarstufe II;Handelsmittelschulen;männlich;Italien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Slowakische Republik;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Iran;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Kosovo;1
tg;2009/2010;Sekundarstufe II;Informatikmittelschulen;männlich;Kosovo;1
tg;2009/2010;Sekundarstufe I;Gymnasium;männlich;Türkei;2
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Rumänien;1
tg;2009/2010;Sekundarstufe I;Gymnasium;weiblich;Nordmazedonien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Spanien;1
tg;2009/2010;Sekundarstufe II;Gymnasium;weiblich;Deutschland;31
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Mauretanien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Österreich;2
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Bosnien-Herzegowina;2
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;weiblich;Serbien;3
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Deutschland;33
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Deutschland;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Nordmazedonien;7
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Kosovo;2
