Kanton;Schuljahr;Stufe;Typ;Geschlecht;Land;Anzahl
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Kroatien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Lettland;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Mongolei;1
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Portugal;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;männlich;Schweiz;48
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Kroatien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Argentinien;1
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Nordmazedonien;2
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Italien;5
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Portugal;2
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Türkei;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Slowenien;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Schweiz;238
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Spanien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Liechtenstein;2
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Bosnien-Herzegowina;2
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Iran;1
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Russland;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Serbien;1
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;weiblich;Schweiz;2
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Kosovo;2
tg;2010/2011;Sekundarstufe II;Passerelle;männlich;Schweiz;7
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Schweiz;578
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Grossbritannien;2
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Schweiz;131
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Türkei;2
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;männlich;Bosnien-Herzegowina;1
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Italien;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Portugal;1
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Vietnam;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Thailand;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Deutschland;17
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Serbien;2
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Serbien;1
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Deutschland;7
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;männlich;Sri Lanka;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;männlich;Serbien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Türkei;6
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;China;3
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Nordmazedonien;4
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Nicaragua;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Italien;4
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;weiblich;Kosovo;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Frankreich;1
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Türkei;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Österreich;2
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Nordmazedonien;3
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Liechtenstein;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;männlich;Schweiz;21
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Irak;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;weiblich;Schweiz;78
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Portugal;1
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Grossbritannien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Türkei;3
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Finnland;1
tg;2010/2011;Sekundarstufe II;Passerelle;männlich;Bosnien-Herzegowina;1
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;52
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Sri Lanka;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;männlich;Serbien;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;weiblich;Nordmazedonien;4
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Russland;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Brasilien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Nordmazedonien;5
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Vereinigte Staaten;1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;3
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Italien;4
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Grossbritannien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Serbien;4
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Schweiz;139
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;weiblich;Türkei;1
tg;2010/2011;Sekundarstufe I;Gymnasium;männlich;Mauretanien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Schweiz;884
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Kongo (Brazzaville);1
tg;2010/2011;Sekundarstufe II;Fachmittelschulen;männlich;Nordmazedonien;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;weiblich;Bosnien-Herzegowina;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;männlich;Deutschland;2
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Serbien;1
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Nordmazedonien;2
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Albanien;2
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Italien;1
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Kroatien;1
tg;2010/2011;Sekundarstufe II;Handelsmittelschulen;männlich;Kosovo;1
tg;2010/2011;Sekundarstufe I;Gymnasium;weiblich;Deutschland;11
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Bangladesh;1
tg;2010/2011;Sekundarstufe II;Gymnasium;männlich;Mauretanien;3
tg;2010/2011;Sekundarstufe II;Passerelle;weiblich;Schweiz;8
tg;2010/2011;Sekundarstufe II;Gymnasium;weiblich;Japan;1
tg;2010/2011;Sekundarstufe II;Informatikmittelschulen;männlich;Portugal;1
tg;2011/2012;Sekundarstufe II;Passerelle;weiblich;Schweiz;6
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Thailand;1
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;weiblich;Bulgarien;1
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Türkei;3
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Pakistan;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Albanien;1
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Schweiz;111
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;männlich;Schweiz;61
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Nordmazedonien;2
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Dominikanische Republik;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;4
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Italien;7
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Grossbritannien;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Schweiz;847
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Malaysia;1
tg;2011/2012;Sekundarstufe II;Informatikmittelschulen;männlich;Bangladesh;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;männlich;Nordmazedonien;2
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Portugal;1
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Nordmazedonien;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Serbien;2
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Kongo (Brazzaville);1
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Deutschland;5
tg;2011/2012;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;56
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Staat unbekannt;1
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Griechenland;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Irak;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Spanien;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Kosovo;2
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Russland;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Portugal;3
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Nigeria;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;männlich;Staat unbekannt;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Türkei;4
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;weiblich;Türkei;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Nordmazedonien;6
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;weiblich;Serbien;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Mauretanien;4
tg;2011/2012;Sekundarstufe II;Informatikmittelschulen;männlich;Portugal;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Sri Lanka;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Türkei;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Neuseeland;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Serbien;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Kroatien;3
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;männlich;Schweiz;27
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Deutschland;21
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Schweden;1
tg;2011/2012;Sekundarstufe II;Informatikmittelschulen;männlich;Nordmazedonien;3
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Mongolei;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Österreich;2
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Italien;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;männlich;Sri Lanka;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Schweiz;245
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Kosovo;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Italien;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Kroatien;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Chile;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Norwegen;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;China;1
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Mauretanien;1
tg;2011/2012;Sekundarstufe II;Passerelle;männlich;Schweiz;8
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;China;1
tg;2011/2012;Sekundarstufe II;Informatikmittelschulen;männlich;Kosovo;1
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Schweiz;152
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Italien;2
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;weiblich;Nordmazedonien;3
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;weiblich;Schweiz;67
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Türkei;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Serbien;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Grossbritannien;2
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Deutschland;2
tg;2011/2012;Sekundarstufe II;Informatikmittelschulen;weiblich;Schweiz;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Schweiz;578
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Kanada;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Nordmazedonien;6
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Kosovo;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Mexiko;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Portugal;2
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;männlich;Bosnien-Herzegowina;1
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Russland;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Kosovo;2
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Mauretanien;1
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Türkei;5
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;weiblich;Kosovo;1
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;weiblich;Australien;2
tg;2011/2012;Sekundarstufe II;Handelsmittelschulen;männlich;Kosovo;1
tg;2011/2012;Sekundarstufe I;Gymnasium;weiblich;Kosovo;2
tg;2011/2012;Sekundarstufe II;Fachmittelschulen;männlich;Deutschland;3
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Liechtenstein;1
tg;2011/2012;Sekundarstufe I;Gymnasium;männlich;Albanien;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Vietnam;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Slowakische Republik;1
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Österreich;2
tg;2011/2012;Sekundarstufe II;Gymnasium;männlich;Bosnien-Herzegowina;4
tg;2011/2012;Sekundarstufe II;Gymnasium;weiblich;Deutschland;32
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Bosnien-Herzegowina;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Mauretanien;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Deutschland;29
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Italien;1
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Serbien;1
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;männlich;Schweiz;61
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Bulgarien;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Türkei;4
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Kosovo;2
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Portugal;3
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Russland;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Brasilien;1
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Kosovo;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Italien;2
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Österreich;1
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Nordmazedonien;2
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;männlich;Deutschland;1
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Grossbritannien;1
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Slowenien;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Staat unbekannt;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Honduras;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Kroatien;3
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Schweiz;239
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Nordmazedonien;4
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Liechtenstein;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Mongolei;2
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Griechenland;2
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Portugal;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Schweiz;549
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Serbien;2
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Bosnien-Herzegowina;3
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Grossbritannien;2
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;weiblich;Schweiz;2
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Tschechische Republik;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Türkei;7
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Albanien;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Kroatien;2
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Italien;1
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;männlich;Bosnien-Herzegowina;1
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Sri Lanka;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Kosovo;3
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Kosovo;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Schweden;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Japan;1
tg;2012/2013;Sekundarstufe II;Passerelle;männlich;Schweiz;12
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Schweiz;131
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Deutschland;3
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;männlich;Schweiz;28
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Nordmazedonien;3
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;5
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Dominikanische Republik;1
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Italien;3
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Nordmazedonien;5
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Ungarn;1
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;männlich;Kosovo;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Österreich;2
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Italien;3
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;männlich;Staat unbekannt;1
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Schweiz;56
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Deutschland;16
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Mauretanien;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;männlich;Sri Lanka;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Mauretanien;3
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Pakistan;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Türkei;1
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Portugal;1
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Sri Lanka;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Kosovo;2
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Spanien;2
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Norwegen;1
tg;2012/2013;Sekundarstufe II;Gymnasium;männlich;Sri Lanka;1
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Nordmazedonien;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Serbien;2
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Irak;1
tg;2012/2013;Sekundarstufe II;Fachmittelschulen;weiblich;Thailand;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Italien;10
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Serbien;1
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Bangladesh;1
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Deutschland;3
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Schweiz;840
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Grossbritannien;1
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Nordmazedonien;3
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Kroatien;1
tg;2012/2013;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;54
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Tschechische Republik;1
tg;2012/2013;Sekundarstufe I;Gymnasium;männlich;Schweiz;124
tg;2012/2013;Sekundarstufe II;Handelsmittelschulen;weiblich;Türkei;1
tg;2012/2013;Sekundarstufe II;Gymnasium;weiblich;Finnland;1
tg;2012/2013;Sekundarstufe I;Gymnasium;weiblich;Slowenien;1
